distributor_id,industry,sku,category,sales,avg_quarterly_sales,movement_category,quarter,year,total_quarter_sales,prev_quarter_sales,is_diwali,is_ganesh_chaturthi,is_gudi_padwa,is_eid,is_akshay_tritiya,is_dussehra_navratri,is_onam,is_christmas,time_idx,date
DIST003,Education,Calvin Klein Boxer Brief Set,Apparel,1058.33,1485.3,Slow Moving,1,2022,1058.33,1744.27,0,0,1,1,0,0,0,0,1659,2022-04-03
DIST032,Manufacturing,North Face Puffer Jacket,Apparel,12325.19,8039.47,Slow Moving,4,2023,12325.19,9121.93,1,0,0,0,0,1,0,1,23420,2023-11-11
DIST018,Manufacturing,Paper Boat Aam Panna,Beverages,3027.27,6158.53,Fast Moving,2,2024,3027.27,2290.01,0,0,1,1,1,0,0,0,13371,2024-04-11
DIST007,E-commerce,Calvin Klein Boxer Brief Set,Apparel,1142.86,1485.3,Fast Moving,2,2024,1142.86,1041.46,0,0,1,1,1,0,0,0,5020,2024-04-07
DIST048,Manufacturing,Exide Battery 65Ah,Automotive,30611.01,36472.36,Fast Moving,3,2024,30611.01,22876.52,0,1,0,0,0,1,1,0,36040,2024-09-07
DIST009,Manufacturing,AccuCheck Sugar Test Strips,Health,7947.75,6422.28,Slow Moving,4,2020,7947.75,5957.67,1,0,0,1,0,1,0,1,6819,2020-11-15
DIST002,Hospitality,Milton Thermosteel Flask,Home Goods,19083.44,21658.67,Fast Moving,3,2025,19083.44,18640.96,0,1,0,0,0,1,1,0,985,2025-07-14
DIST005,Financial Services,iPhone 15 Pro 256GB,Electronics,8492.6,10013.21,Fast Moving,2,2021,8492.6,7399.68,0,0,1,1,1,0,0,0,3115,2021-04-12
DIST032,Manufacturing,Coca-Cola 2L Bottle,Beverages,11504.28,22796.18,Slow Moving,1,2020,11504.28,10353.85,0,0,1,0,0,0,0,0,23044,2020-03-25
DIST024,Hospitality,JBL Flip 6 Speaker,Electronics,4433.17,3363.02,Slow Moving,4,2022,4433.17,3035.68,1,0,0,0,0,1,0,1,17135,2022-10-26
DIST025,Financial Services,Classmate Notebook Set,Office Supplies,7308.48,5049.67,Slow Moving,3,2022,7308.48,5111.31,0,1,0,1,0,1,1,0,17792,2022-08-29
DIST007,E-commerce,Vicks VapoRub,Health,1012.36,2366.74,Fast Moving,3,2020,1012.36,970.5,0,1,0,0,0,1,1,0,4752,2020-08-20
DIST048,Manufacturing,Asian Paints Ultra Adhesive,Paint and ancillaries,2944.21,3065.84,Medium,3,2024,2944.21,3446.3,0,1,0,0,0,1,1,0,35650,2024-09-05
DIST014,Manufacturing,Exide Battery 65Ah,Automotive,19285.92,36472.36,Medium,2,2021,19285.92,15918.84,0,0,1,1,1,0,0,0,10103,2021-04-15
DIST019,E-commerce,UNO Card Game,Toys,6233.13,6096.26,Fast Moving,2,2020,6233.13,5609.82,0,0,1,1,1,0,0,0,13646,2020-03-23
DIST007,E-commerce,Lenovo ThinkPad X1,Electronics,12481.29,16091.06,Medium,2,2023,12481.29,9711.5,0,0,1,0,1,0,0,0,5586,2023-03-20
DIST024,Hospitality,Voltas 2 Ton Window AC,Electronics,2939.21,4366.23,Slow Moving,1,2020,2939.21,2645.29,0,0,1,0,0,0,0,0,17552,2020-03-26
DIST026,Manufacturing,Asian Paints Dynamo Adhesive,Paint and ancillaries,13178.88,5602.99,Fast Moving,2,2025,13178.88,5999.74,0,0,1,1,1,0,0,0,18398,2025-04-10
DIST036,Healthcare,Whiskas Cat Food Tuna 7kg,Pet Supplies,2194.43,1685.14,Slow Moving,3,2025,2194.43,2387.19,0,1,0,0,0,1,1,0,26747,2025-07-10
DIST049,Financial Services,Nivea Men Face Wash,Beauty,1031.24,1370.86,Slow Moving,3,2022,1031.24,988.64,0,1,0,1,0,1,1,0,36722,2022-08-31
DIST009,Manufacturing,Dr. Morepen Glucometer,Health,27070.93,14827.33,Slow Moving,4,2022,27070.93,16194.2,1,0,0,0,0,1,0,1,6873,2022-10-25
DIST003,Education,Britannia Good Day Cookies,Food,4946.45,4600.58,Medium,2,2025,4946.45,3498.22,0,0,1,1,1,0,0,0,1737,2025-06-18
DIST050,Wholesale,Castrol Engine Oil 3L,Automotive,4764.59,5056.99,Medium,4,2024,4764.59,3874.45,1,0,0,0,0,1,0,1,37023,2024-11-03
DIST003,Education,Faber Chimney Hood,Home Goods,795.41,1179.46,Medium,1,2024,795.41,1559.17,0,0,1,1,0,0,0,0,1711,2024-04-08
DIST033,E-commerce,Kinley Water 1L Pack,Beverages,9452.36,8863.91,Fast Moving,2,2020,9452.36,8081.28,0,0,1,1,1,0,0,0,24111,2020-03-24
DIST015,Retail,Remote Control Car,Toys,3923.72,2551.44,Medium,4,2023,3923.72,2738.55,1,0,0,0,0,1,0,1,10936,2023-11-11
DIST015,Retail,"LG 32"" HD Ready LED TV",Electronics,5968.18,3616.62,Fast Moving,4,2025,5968.18,2971.72,1,0,0,0,0,1,0,1,10600,2025-11-01
DIST040,Retail,Pigeon Favorite Electric Kettle,Home Goods,2712.53,6581.96,Slow Moving,1,2025,2712.53,5053.15,0,0,1,1,0,0,0,0,29506,2025-01-12
DIST031,Education,IRIS Pet Food Container,Pet Supplies,1585.94,2981.05,Medium,1,2021,1585.94,3805.13,0,0,1,0,0,0,0,0,22197,2021-04-14
DIST026,Manufacturing,Marvel Action Figure Set,Toys,5147.32,4753.94,Medium,2,2024,5147.32,4091.21,0,0,1,1,1,0,0,0,18717,2024-04-11
DIST006,Financial Services,IFB Microwave Oven,Home Goods,5156.49,11621.95,Slow Moving,1,2021,5156.49,12969.77,0,0,1,0,0,0,0,0,4006,2021-04-15
DIST003,Education,Mobil Super Mileage 15W-40,Automotive,1345.31,2485.01,Medium,1,2025,1345.31,2309.49,0,0,1,1,0,0,0,0,1828,2025-02-02
DIST004,Healthcare,Uniqlo AIRism Undershirt,Apparel,4812.49,4630.7,Slow Moving,3,2022,4812.49,4122.18,0,1,0,1,0,1,1,0,2643,2022-09-02
DIST022,E-commerce,"Samsung 43"" Crystal 4K TV",Electronics,1425.52,2013.53,Fast Moving,2,2020,1425.52,1218.84,0,0,1,1,1,0,0,0,15788,2020-03-25
DIST004,Healthcare,Nivea Men Face Wash,Beauty,885.54,1370.86,Fast Moving,1,2022,885.54,1480.92,0,0,1,1,0,0,0,0,2687,2022-04-01
DIST041,E-commerce,Pantene Anti-Dandruff Shampoo,Beauty,8766.4,5199.53,Fast Moving,4,2023,8766.4,7206.66,1,0,0,0,0,1,0,1,30968,2023-11-11
DIST048,Manufacturing,Fevicol Marine Waterproof,Paint and ancillaries,4135.7,3298.47,Fast Moving,2,2020,4135.7,1948.21,0,0,1,1,1,0,0,0,36344,2020-03-26
DIST046,Manufacturing,Slazenger Tennis Balls,Sports,2119.56,3804.0,Fast Moving,1,2024,2119.56,4366.58,0,0,1,1,0,0,0,0,34552,2024-04-10
DIST023,Manufacturing,Bombay Dyeing Bedsheet Set,Home Goods,9726.15,6567.88,Medium,4,2020,9726.15,6304.84,1,0,0,1,0,1,0,1,16880,2020-11-13
DIST041,E-commerce,Faber Chimney Hood,Home Goods,722.57,1179.46,Slow Moving,3,2025,722.57,832.1,0,1,0,0,0,1,1,0,30656,2025-08-18
DIST036,Healthcare,Basil Rubber Chew Toy,Pet Supplies,13367.99,10800.74,Slow Moving,1,2024,13367.99,14246.21,0,0,1,1,0,0,0,0,26695,2024-04-11
DIST015,Retail,Mountain Dew 750ml,Beverages,4367.59,3155.51,Slow Moving,3,2025,4367.59,3471.22,0,1,0,0,0,1,1,0,10851,2025-07-15
DIST008,Manufacturing,Dr. Fixit Raincoat Waterproofing,Paint and ancillaries,958.19,1123.28,Slow Moving,2,2021,958.19,545.44,0,0,1,1,1,0,0,0,5876,2021-04-12
DIST018,Manufacturing,Havells Table Fan,Home Goods,325.6,956.25,Medium,1,2022,325.6,788.71,0,0,1,1,0,0,0,0,13341,2022-04-01
DIST035,Education,Nerolac Impressions HD Paint,Paint and ancillaries,1445.25,930.34,Fast Moving,3,2022,1445.25,2110.82,0,1,0,1,0,1,1,0,25466,2022-08-31
DIST013,Manufacturing,Camlin Permanent Marker Set,Office Supplies,13601.82,17387.3,Medium,2,2021,13601.82,17114.15,0,0,1,1,1,0,0,0,9149,2021-04-13
DIST017,Retail,Haldiram's Bhujia,Food,17191.53,22105.21,Slow Moving,2,2021,17191.53,13403.43,0,0,1,1,1,0,0,0,12450,2021-04-12
DIST002,Hospitality,Berger Silk Luxury Emulsion,Paint and ancillaries,7448.33,6173.7,Medium,2,2020,7448.33,4049.47,0,0,1,1,1,0,0,0,756,2020-03-24
DIST049,Financial Services,Everest Chicken Masala,Food,1819.56,1251.2,Slow Moving,3,2020,1819.56,1281.4,0,1,0,0,0,1,1,0,36850,2020-08-22
DIST038,Education,iPhone 15 Pro 256GB,Electronics,8892.26,10013.21,Medium,4,2025,8892.26,6470.48,1,0,0,0,0,1,0,1,28738,2025-12-19
DIST019,E-commerce,Columbia Fleece Jacket,Apparel,32810.9,35348.43,Slow Moving,4,2021,32810.9,21335.73,1,0,0,0,0,1,0,1,13860,2021-11-04
DIST007,E-commerce,Xbox Series X,Toys,12519.07,9659.16,Slow Moving,3,2023,12519.07,8932.96,0,1,0,1,0,1,1,0,5086,2023-09-20
DIST027,Wholesale,Vaseline Body Lotion,Beauty,3642.71,3547.06,Fast Moving,2,2025,3642.71,3170.11,0,0,1,1,1,0,0,0,19608,2025-04-26
DIST029,Manufacturing,Farmina N&D Dog Food 12kg,Pet Supplies,948.83,2546.34,Medium,1,2021,948.83,1683.91,0,0,1,0,0,0,0,0,20876,2021-04-11
DIST036,Healthcare,Tata Salt 1kg,Food,3232.1,2968.99,Medium,4,2023,3232.1,3741.47,1,0,0,0,0,1,0,1,26427,2023-11-13
DIST047,Manufacturing,Asian Paints Premium Emulsion,Paint and ancillaries,19312.17,11871.07,Medium,3,2025,19312.17,24036.91,0,1,0,0,0,1,1,0,35112,2025-08-18
DIST046,Manufacturing,Lenovo ThinkPad X1,Electronics,11891.06,16091.06,Slow Moving,3,2023,11891.06,8123.41,0,1,0,1,0,1,1,0,34115,2023-09-21
DIST024,Hospitality,Kong Classic Dog Toy,Pet Supplies,10432.87,7035.35,Slow Moving,4,2020,10432.87,7313.72,1,0,0,1,0,1,0,1,17013,2020-11-13
DIST035,Education,Morphy Richards Toaster,Home Goods,3871.55,7381.4,Fast Moving,2,2021,3871.55,2899.91,0,0,1,1,1,0,0,0,25938,2021-04-11
DIST003,Education,Paper Boat Aam Panna,Beverages,4007.67,6158.53,Medium,1,2023,4007.67,6339.96,0,0,1,1,0,0,0,0,2050,2023-03-23
DIST014,Manufacturing,Bosch Spark Plug Set,Automotive,2404.18,5780.38,Slow Moving,1,2023,2404.18,4451.38,0,0,1,1,0,0,0,0,10132,2023-03-22
DIST029,Manufacturing,Calvin Klein Boxer Brief Set,Apparel,988.16,1485.3,Fast Moving,1,2025,988.16,2115.71,0,0,1,1,0,0,0,0,20449,2025-02-05
DIST031,Education,Dr. Morepen Glucometer,Health,29511.79,14827.33,Fast Moving,4,2024,29511.79,19327.45,1,0,0,0,0,1,0,1,22507,2024-10-30
DIST047,Manufacturing,Reynolds Trimax Pen Pack,Office Supplies,2097.88,1408.82,Medium,3,2023,2097.88,1634.27,0,1,0,1,0,1,1,0,35289,2023-09-21
DIST031,Education,Neutrogena Sunscreen SPF 50,Beauty,16127.62,9695.03,Slow Moving,4,2025,16127.62,12560.34,1,0,0,0,0,1,0,1,22790,2025-10-14
DIST050,Wholesale,Nike Football,Sports,1529.7,1785.87,Medium,4,2021,1529.7,1429.06,1,0,0,0,0,1,0,1,37867,2021-11-02
DIST025,Financial Services,Gulf Pride 4T Plus 10W-30,Automotive,2092.27,2446.05,Fast Moving,2,2022,2092.27,1471.48,0,0,1,0,1,0,0,0,18040,2022-04-03
DIST006,Financial Services,Fisher-Price Learning Toys,Toys,7239.84,4397.48,Medium,4,2021,7239.84,4534.64,1,0,0,0,0,1,0,1,4597,2021-11-03
DIST035,Education,Berger Silk Luxury Emulsion,Paint and ancillaries,2480.02,6173.7,Medium,1,2025,2480.02,3135.22,0,0,1,1,0,0,0,0,26293,2025-03-26
DIST017,Retail,Classmate Notebook Set,Office Supplies,4437.75,5049.67,Slow Moving,4,2020,4437.75,3474.92,1,0,0,1,0,1,0,1,12404,2020-11-16
DIST020,Retail,Asian Paints Tractor Emulsion,Paint and ancillaries,21545.73,22882.43,Medium,4,2025,21545.73,23069.72,1,0,0,0,0,1,0,1,14476,2025-11-05
DIST002,Hospitality,PetSafe Gentle Leader Collar,Pet Supplies,1745.45,1265.77,Fast Moving,4,2020,1745.45,1350.35,1,0,0,1,0,1,0,1,919,2020-11-16
DIST030,Financial Services,"LG 32"" HD Ready LED TV",Electronics,2069.2,3616.62,Fast Moving,1,2023,2069.2,5426.17,0,0,1,1,0,0,0,0,21999,2023-03-20
DIST004,Healthcare,Funskool Monopoly,Toys,7001.58,3982.36,Fast Moving,4,2022,7001.58,4544.54,1,0,0,0,0,1,0,1,2622,2022-10-23
DIST044,Healthcare,Pantene Anti-Dandruff Shampoo,Beauty,6760.25,5199.53,Slow Moving,4,2024,6760.25,6469.25,1,0,0,0,0,1,0,1,33157,2024-11-03
DIST029,Manufacturing,Voltas 2 Ton Window AC,Electronics,2585.69,4366.23,Slow Moving,1,2024,2585.69,6809.03,0,0,1,1,0,0,0,0,21432,2024-04-11
DIST006,Financial Services,Prestige Popular Pressure Cooker,Home Goods,2888.54,2876.37,Medium,3,2023,2888.54,2123.03,0,1,0,1,0,1,1,0,4648,2023-09-21
DIST036,Healthcare,Hot Wheels 5-Car Pack,Toys,5659.71,5502.54,Slow Moving,4,2021,5659.71,4136.31,1,0,0,0,0,1,0,1,27380,2021-11-05
DIST031,Education,Tetra Fish Food 1L,Pet Supplies,4658.17,6832.26,Medium,4,2024,4658.17,3727.92,1,0,0,0,0,1,0,1,22624,2024-11-03
DIST003,Education,Mobil Super Mileage 15W-40,Automotive,1206.3,2485.01,Slow Moving,1,2022,1206.3,1975.53,0,0,1,1,0,0,0,0,1817,2022-03-31
DIST022,E-commerce,Patanjali Ashwagandha,Health,2672.33,3786.83,Medium,2,2020,2672.33,1800.78,0,0,1,1,1,0,0,0,15879,2020-03-25
DIST007,E-commerce,Cat Mate Pet Fountain,Pet Supplies,9062.87,5975.71,Slow Moving,3,2022,9062.87,6150.06,0,1,0,1,0,1,1,0,5265,2022-08-30
DIST027,Wholesale,Vaseline Body Lotion,Beauty,2765.91,3547.06,Medium,1,2022,2765.91,4680.31,0,0,1,1,0,0,0,0,19596,2022-04-01
DIST025,Financial Services,Cello Finesse Dinner Set,Home Goods,1894.71,2944.2,Medium,1,2022,1894.71,4680.81,0,0,1,1,0,0,0,0,18153,2022-04-04
DIST049,Financial Services,Tata Salt 1kg,Food,4327.37,2968.99,Slow Moving,4,2023,4327.37,5445.75,1,0,0,0,0,1,0,1,36497,2023-11-14
DIST018,Manufacturing,Levi's 501 Original Jeans,Apparel,11087.31,7288.33,Fast Moving,3,2024,11087.31,12415.73,0,1,0,0,0,1,1,0,13122,2024-09-07
DIST014,Manufacturing,Exide Battery 65Ah,Automotive,36049.38,36472.36,Fast Moving,4,2023,36049.38,23091.75,1,0,0,0,0,1,0,1,10113,2023-11-12
DIST023,Manufacturing,Louis Vuitton Neverfull Bag,Apparel,86083.34,68246.14,Fast Moving,3,2020,86083.34,77631.57,0,1,0,0,0,1,1,0,16354,2020-08-20
DIST011,Healthcare,Dove Moisturizing Cream,Beauty,3450.98,3468.33,Fast Moving,1,2024,3450.98,5871.48,0,0,1,1,0,0,0,0,8063,2024-04-09
DIST049,Financial Services,Haldiram's Bhujia,Food,14232.13,22105.21,Medium,1,2023,14232.13,21386.06,0,0,1,1,0,0,0,0,36927,2023-03-24
DIST046,Manufacturing,Sprite 2.25L Bottle,Beverages,8332.33,7729.18,Slow Moving,4,2020,8332.33,8104.49,1,0,0,1,0,1,0,1,34724,2020-11-16
DIST029,Manufacturing,Revlon ColorStay Eyeliner,Beauty,2844.62,3873.66,Medium,2,2022,2844.62,2557.42,0,0,1,0,1,0,0,0,20647,2022-04-04
DIST001,Manufacturing,Parle-G Biscuits Value Pack,Food,11502.87,5909.6,Fast Moving,4,2025,11502.87,12586.05,1,0,0,0,0,1,0,1,181,2025-10-19
DIST048,Manufacturing,Philips Dry Iron,Home Goods,2144.49,1900.07,Medium,3,2021,2144.49,1676.65,0,1,0,1,0,1,1,0,35662,2021-09-10
DIST026,Manufacturing,Fisher-Price Learning Toys,Toys,5939.6,4397.48,Fast Moving,2,2025,5939.6,5160.85,0,0,1,1,1,0,0,0,18533,2025-04-02
DIST001,Manufacturing,Pantene Anti-Dandruff Shampoo,Beauty,7370.12,5199.53,Slow Moving,3,2023,7370.12,6630.25,0,1,0,1,0,1,1,0,519,2023-09-21
DIST029,Manufacturing,Nerolac Impressions HD Paint,Paint and ancillaries,752.64,930.34,Fast Moving,2,2022,752.64,424.77,0,0,1,0,1,0,0,0,20599,2022-04-04
DIST023,Manufacturing,Pedigree Adult Dog Food 10kg,Pet Supplies,3917.2,4920.06,Medium,4,2022,3917.2,3550.7,1,0,0,0,0,1,0,1,16478,2022-10-23
DIST029,Manufacturing,AutoStark Car Cover,Automotive,2828.51,2929.06,Medium,3,2021,2828.51,2542.09,0,1,0,1,0,1,1,0,20667,2021-09-12
DIST043,Education,H&M Basic T-Shirt Pack,Apparel,1631.91,2242.81,Fast Moving,1,2024,1631.91,2985.03,0,0,1,1,0,0,0,0,32273,2024-04-11
DIST042,Retail,Asian Paints Premium Emulsion,Paint and ancillaries,23555.42,11871.07,Medium,2,2025,23555.42,10432.26,0,0,1,1,1,0,0,0,31681,2025-04-03
DIST001,Manufacturing,Asian Paints Apcolite Premium Enamel,Paint and ancillaries,5197.12,6108.35,Fast Moving,3,2025,5197.12,7624.63,0,1,0,0,0,1,1,0,662,2025-09-24
DIST036,Healthcare,Borosil Glass Set,Home Goods,1914.15,2770.72,Medium,1,2025,1914.15,4253.84,0,0,1,1,0,0,0,0,27183,2025-01-21
DIST037,Education,Philips Air Purifier 3000i,Electronics,1366.18,2898.74,Fast Moving,2,2025,1366.18,2076.7,0,0,1,1,1,0,0,0,27438,2025-06-01
DIST002,Hospitality,Coca-Cola 2L Bottle,Beverages,21611.49,22796.18,Medium,3,2023,21611.49,14081.45,0,1,0,1,0,1,1,0,1507,2023-09-20
DIST042,Retail,Vans Old Skool Sneakers,Apparel,13791.38,13401.03,Slow Moving,3,2024,13791.38,13557.78,0,1,0,0,0,1,1,0,31749,2024-09-07
DIST046,Manufacturing,Bournvita 1kg,Food,39664.78,29034.11,Fast Moving,1,2025,39664.78,65851.84,0,0,1,1,0,0,0,0,34073,2025-01-26
DIST005,Financial Services,Shell Helix Ultra 4L,Automotive,3164.93,4141.9,Slow Moving,1,2023,3164.93,5828.18,0,0,1,1,0,0,0,0,3192,2023-03-22
DIST022,E-commerce,Bournvita 1kg,Food,20402.76,29034.11,Fast Moving,4,2025,20402.76,23264.02,1,0,0,0,0,1,0,1,15538,2025-12-08
DIST019,E-commerce,Rubik's Cube Original,Toys,1571.78,2167.18,Fast Moving,3,2022,1571.78,1455.86,0,1,0,1,0,1,1,0,14024,2022-08-30
DIST017,Retail,Strauss Yoga Mat,Sports,14261.44,18825.74,Medium,2,2025,14261.44,13811.95,0,0,1,1,1,0,0,0,12194,2025-06-24
DIST006,Financial Services,Carrom Board Full Size,Toys,10326.03,5188.35,Fast Moving,4,2025,10326.03,7169.05,1,0,0,0,0,1,0,1,4408,2025-11-10
DIST050,Wholesale,Minute Maid Pulpy Orange,Beverages,8212.78,8939.18,Medium,3,2022,8212.78,4607.75,0,1,0,1,0,1,1,0,37523,2022-08-30
DIST010,E-commerce,Honda Engine Oil 10W-30,Automotive,7320.81,4770.42,Fast Moving,3,2025,7320.81,6169.63,0,1,0,0,0,1,1,0,7199,2025-08-15
DIST026,Manufacturing,Baidyanath Chyawanprash,Health,3739.57,6209.52,Medium,1,2020,3739.57,3365.61,0,0,1,0,0,0,0,0,19177,2020-03-25
DIST022,E-commerce,Voltas 2 Ton Window AC,Electronics,4793.54,4366.23,Slow Moving,3,2021,4793.54,3547.17,0,1,0,1,0,1,1,0,15925,2021-09-11
DIST002,Hospitality,Neutrogena Sunscreen SPF 50,Beauty,5813.26,9695.03,Medium,1,2024,5813.26,10805.96,0,0,1,1,0,0,0,0,1186,2024-04-10
DIST027,Wholesale,Cosco Volleyball,Sports,1226.16,838.75,Slow Moving,4,2021,1226.16,999.12,1,0,0,0,0,1,0,1,19273,2021-11-05
DIST035,Education,Royal Canin Maxi Puppy 4kg,Pet Supplies,2385.06,4123.24,Fast Moving,1,2021,2385.06,3491.64,0,0,1,0,0,0,0,0,26234,2021-04-11
DIST027,Wholesale,"Sony Bravia 55"" OLED TV",Electronics,2508.64,1982.55,Medium,3,2022,2508.64,2037.48,0,1,0,1,0,1,1,0,19322,2022-08-29
DIST040,Retail,Coca-Cola 2L Bottle,Beverages,26299.86,22796.18,Slow Moving,4,2020,26299.86,24539.71,1,0,0,1,0,1,0,1,29331,2020-11-12
DIST037,Education,Zara Slim Fit Blazer,Apparel,6838.53,8387.38,Medium,3,2022,6838.53,4498.19,0,1,0,1,0,1,1,0,27859,2022-08-31
DIST045,E-commerce,Fluval Aquarium Filter,Pet Supplies,5966.69,3819.25,Fast Moving,4,2022,5966.69,4713.96,1,0,0,0,0,1,0,1,33794,2022-10-26
DIST017,Retail,Fevicol Adhesive 200g,Office Supplies,10599.38,5737.77,Medium,4,2022,10599.38,8156.39,1,0,0,0,0,1,0,1,12501,2022-10-26
DIST037,Education,Tommy Hilfiger Classic Shirt,Apparel,4954.78,4766.13,Slow Moving,2,2024,4954.78,5404.9,0,0,1,1,1,0,0,0,27499,2024-04-09
DIST026,Manufacturing,PlayStation 5 Digital Edition,Toys,14743.4,13593.1,Slow Moving,3,2022,14743.4,12462.75,0,1,0,1,0,1,1,0,18686,2022-09-01
DIST002,Hospitality,Bombay Dyeing Bedsheet Set,Home Goods,12373.43,6567.88,Medium,4,2023,12373.43,8353.67,1,0,0,0,0,1,0,1,1576,2023-11-10
DIST014,Manufacturing,Cello Finesse Dinner Set,Home Goods,1862.81,2944.2,Medium,1,2025,1862.81,3898.45,0,0,1,1,0,0,0,0,10048,2025-02-19
DIST029,Manufacturing,Bajaj Mixer Grinder,Home Goods,5853.82,7816.7,Medium,2,2024,5853.82,9434.47,0,0,1,1,1,0,0,0,21274,2024-04-10
DIST040,Retail,Nerolac Beauty Gold Washable,Paint and ancillaries,2990.34,2630.98,Fast Moving,3,2025,2990.34,4130.47,0,1,0,0,0,1,1,0,29624,2025-08-25
DIST009,Manufacturing,MAC Ruby Woo Lipstick,Beauty,6039.67,5146.8,Slow Moving,4,2021,6039.67,6763.85,1,0,0,0,0,1,0,1,6338,2021-11-05
DIST035,Education,JK Easy Copier Paper,Office Supplies,914.13,846.22,Medium,4,2021,914.13,653.45,1,0,0,0,0,1,0,1,25987,2021-11-03
DIST004,Healthcare,Bajaj Mixer Grinder,Home Goods,4795.34,7816.7,Fast Moving,3,2022,4795.34,4479.46,0,1,0,1,0,1,1,0,2399,2022-09-02
DIST030,Financial Services,Under Armour Performance Polo,Apparel,4565.5,7390.86,Slow Moving,1,2020,4565.5,4108.95,0,0,1,0,0,0,0,0,21578,2020-03-25
DIST050,Wholesale,Bosch Spark Plug Set,Automotive,7435.93,5780.38,Medium,3,2025,7435.93,5066.31,0,1,0,0,0,1,1,0,37302,2025-07-21
DIST040,Retail,Asian Paints Ultima Protek Exterior,Paint and ancillaries,2009.94,1521.83,Fast Moving,3,2024,2009.94,2745.94,0,1,0,0,0,1,1,0,29414,2024-09-09
DIST009,Manufacturing,MTR Breakfast Mix,Food,575.17,640.46,Medium,4,2020,575.17,392.42,1,0,0,1,0,1,0,1,6242,2020-11-14
DIST010,E-commerce,Dulux Velvet Touch Diamond Glo,Paint and ancillaries,2904.92,2159.99,Slow Moving,3,2022,2904.92,3406.36,0,1,0,1,0,1,1,0,7393,2022-08-31
DIST048,Manufacturing,Revital H Capsules,Health,11193.49,9972.53,Fast Moving,2,2025,11193.49,11527.76,0,0,1,1,1,0,0,0,35814,2025-06-19
DIST029,Manufacturing,Asian Paints Ultra Adhesive,Paint and ancillaries,1554.97,3065.84,Medium,3,2024,1554.97,2295.11,0,1,0,0,0,1,1,0,20584,2024-09-09
DIST041,E-commerce,Milton Thermosteel Flask,Home Goods,18569.11,21658.67,Fast Moving,1,2020,18569.11,16712.2,0,0,1,0,0,0,0,0,31069,2020-03-23
DIST045,E-commerce,Under Armour Performance Polo,Apparel,5384.37,7390.86,Fast Moving,2,2023,5384.37,5407.6,0,0,1,0,1,0,0,0,33862,2023-03-20
DIST047,Manufacturing,Scotch Magic Tape,Office Supplies,6066.82,4473.52,Slow Moving,2,2020,6066.82,4673.06,0,0,1,1,1,0,0,0,35434,2020-03-27
DIST049,Financial Services,Castrol Engine Oil 3L,Automotive,4574.98,5056.99,Fast Moving,2,2021,4574.98,3363.44,0,0,1,1,1,0,0,0,36740,2021-04-13
DIST036,Healthcare,Exide Battery 65Ah,Automotive,68141.65,36472.36,Medium,3,2024,68141.65,46783.7,0,1,0,0,0,1,1,0,27043,2024-09-06
DIST026,Manufacturing,Exide Battery 65Ah,Automotive,64267.94,36472.36,Medium,4,2020,64267.94,44187.36,1,0,0,1,0,1,0,1,18539,2020-11-16
DIST015,Retail,JBL Flip 6 Speaker,Electronics,3016.32,3363.02,Medium,3,2022,3016.32,2606.61,0,1,0,1,0,1,1,0,10611,2022-08-31
DIST005,Financial Services,Kissan Mixed Fruit Jam,Food,5945.74,8738.38,Slow Moving,1,2021,5945.74,10977.37,0,0,1,0,0,0,0,0,2961,2021-04-15
DIST002,Hospitality,Louis Vuitton Neverfull Bag,Apparel,53981.02,68246.14,Medium,2,2023,53981.02,46704.64,0,0,1,0,1,0,0,0,882,2023-03-20
DIST036,Healthcare,Olay Total Effects Day Cream,Beauty,882.38,2151.41,Slow Moving,2,2022,882.38,873.53,0,0,1,0,1,0,0,0,26306,2022-04-02
DIST003,Education,IRIS Pet Food Container,Pet Supplies,3705.5,2981.05,Fast Moving,3,2022,3705.5,2735.16,0,1,0,1,0,1,1,0,2166,2022-08-31
DIST032,Manufacturing,Fevicol Adhesive 200g,Office Supplies,4278.48,5737.77,Fast Moving,1,2024,4278.48,8657.32,0,0,1,1,0,0,0,0,23398,2024-04-11
DIST021,Healthcare,Lenovo ThinkPad X1,Electronics,13140.05,16091.06,Slow Moving,2,2024,13140.05,12356.75,0,0,1,1,1,0,0,0,15331,2024-04-08
DIST020,Retail,Mountain Dew 750ml,Beverages,4808.13,3155.51,Fast Moving,3,2024,4808.13,3151.85,0,1,0,0,0,1,1,0,14769,2024-09-09
DIST020,Retail,Maybelline Fit Me Foundation,Beauty,855.13,1223.47,Medium,3,2024,855.13,658.02,0,1,0,0,0,1,1,0,14402,2024-09-06
DIST008,Manufacturing,Honda Engine Oil 10W-30,Automotive,3208.65,4770.42,Fast Moving,1,2025,3208.65,4766.94,0,0,1,1,0,0,0,0,5638,2025-01-05
DIST040,Retail,Cat Mate Pet Fountain,Pet Supplies,3967.02,5975.71,Medium,4,2020,3967.02,3440.72,1,0,0,1,0,1,0,1,30268,2020-11-12
DIST015,Retail,"LG 32"" HD Ready LED TV",Electronics,1931.8,3616.62,Fast Moving,2,2025,1931.8,1832.42,0,0,1,1,1,0,0,0,10598,2025-06-24
DIST001,Manufacturing,UNO Card Game,Toys,6311.28,6096.26,Medium,3,2021,6311.28,5391.84,0,1,0,1,0,1,1,0,188,2021-09-11
