,distributor_id,industry,sku,category,sales,avg_quarterly_sales,movement_category,quarter,year,total_quarter_sales,prev_quarter_sales,is_diwali,is_ganesh_chaturthi,is_gudi_padwa,is_eid,is_akshay_tritiya,is_dussehra_navratri,is_onam,is_christmas,time_idx
1837,48,5,131,1,9189.24,5056.99,2,3,2024,9189.24,6938.77,0,1,0,0,0,1,1,0,1837
1838,48,5,131,1,11825.02,5056.99,0,4,2024,11825.02,9189.24,1,0,0,0,0,1,0,1,1838
1839,48,5,131,1,9092.45,5056.99,0,4,2025,9092.45,8611.87,1,0,0,0,0,1,0,1,1839
1840,48,5,72,8,865.72,1329.98,2,2,2022,865.72,740.07,0,0,1,0,1,0,0,0,1840
1841,48,5,72,8,1258.8,1329.98,2,3,2022,1258.8,865.72,0,1,0,1,0,1,1,0,1841
1842,48,5,72,8,741.69,1329.98,1,1,2024,741.69,1292.84,0,0,1,1,0,0,0,0,1842
1843,48,5,72,8,1137.13,1329.98,0,3,2024,1137.13,1014.66,0,1,0,0,0,1,1,0,1843
1844,48,5,72,8,1307.56,1329.98,2,3,2025,1307.56,1079.47,0,1,0,0,0,1,1,0,1844
1845,48,5,109,9,11018.17,10870.3,2,3,2020,11018.17,11974.82,0,1,0,0,0,1,1,0,1845
1846,48,5,109,9,16688.31,10870.3,2,4,2022,16688.31,13379.91,1,0,0,0,0,1,0,1,1846
1847,48,5,109,9,11574.21,10870.3,0,3,2023,11574.21,12796.16,0,1,0,1,0,1,1,0,1847
1848,48,5,109,9,12695.89,10870.3,2,2,2025,12695.89,10197.4,0,0,1,1,1,0,0,0,1848
1849,48,5,109,9,15841.75,10870.3,2,4,2025,15841.75,16285.42,1,0,0,0,0,1,0,1,1849
1850,48,5,112,9,7947.75,6422.28,2,4,2020,7947.75,5957.67,1,0,0,1,0,1,0,1,1850
1851,48,5,112,9,3645.84,6422.28,1,1,2021,3645.84,7947.75,0,0,1,0,0,0,0,0,1851
1852,48,5,112,9,5613.67,6422.28,1,2,2022,5613.67,3308.84,0,0,1,0,1,0,0,0,1852
1853,48,5,112,9,4252.84,6422.28,0,2,2023,4252.84,4144.21,0,0,1,0,1,0,0,0,1853
1854,48,5,53,10,7887.56,6581.96,2,2,2020,7887.56,5259.88,0,0,1,1,1,0,0,0,1854
1855,48,5,53,10,8178.79,6581.96,0,3,2021,8178.79,8612.85,0,1,0,1,0,1,1,0,1855
1856,48,5,53,10,8402.0,6581.96,1,3,2022,8402.0,8720.61,0,1,0,1,0,1,1,0,1856
1857,48,5,53,10,13361.96,6581.96,2,4,2025,13361.96,10462.26,1,0,0,0,0,1,0,1,1857
1858,48,5,149,9,14884.61,14827.33,2,1,2020,14884.61,13396.15,0,0,1,0,0,0,0,0,1858
1859,48,5,149,9,25900.61,14827.33,2,4,2020,25900.61,16242.2,1,0,0,1,0,1,0,1,1859
1860,48,5,149,9,17520.18,14827.33,2,2,2021,17520.18,13370.27,0,0,1,1,1,0,0,0,1860
1861,48,5,149,9,16194.2,14827.33,1,3,2022,16194.2,16907.95,0,1,0,1,0,1,1,0,1861
1862,48,5,149,9,27070.93,14827.33,2,4,2022,27070.93,16194.2,1,0,0,0,0,1,0,1,1862
1863,48,5,149,9,17894.71,14827.33,0,1,2023,17894.71,27070.93,0,0,1,1,0,0,0,0,1863
1864,48,5,149,9,17755.9,14827.33,0,2,2023,17755.9,17894.71,0,0,1,0,1,0,0,0,1864
1865,48,5,149,9,16090.14,14827.33,0,1,2024,16090.14,25609.56,0,0,1,1,0,0,0,0,1865
1866,48,5,149,9,29520.36,14827.33,2,4,2024,29520.36,18004.93,1,0,0,0,0,1,0,1,1866
1867,48,5,149,9,18917.14,14827.33,1,2,2025,18917.14,29520.36,0,0,1,1,1,0,0,0,1867
1868,49,0,43,9,677.82,1532.91,1,1,2020,677.82,610.04,0,0,1,0,0,0,0,0,1868
1869,49,0,43,9,1080.85,1532.91,2,2,2020,1080.85,677.82,0,0,1,1,1,0,0,0,1869
1870,49,0,43,9,1032.66,1532.91,1,3,2020,1032.66,1080.85,0,1,0,0,0,1,1,0,1870
1871,49,0,43,9,658.25,1532.91,0,1,2021,658.25,1550.61,0,0,1,0,0,0,0,0,1871
1872,49,0,43,9,1050.33,1532.91,2,2,2021,1050.33,658.25,0,0,1,1,1,0,0,0,1872
1873,49,0,43,9,877.52,1532.91,2,1,2022,877.52,1252.66,0,0,1,1,0,0,0,0,1873
1874,49,0,43,9,948.84,1532.91,1,2,2022,948.84,877.52,0,0,1,0,1,0,0,0,1874
1875,49,0,43,9,791.63,1532.91,1,1,2023,791.63,1366.35,0,0,1,1,0,0,0,0,1875
1876,49,0,158,2,2223.21,2546.34,2,2,2020,2223.21,1489.15,0,0,1,1,1,0,0,0,1876
1877,49,0,158,2,3157.86,2546.34,0,4,2020,3157.86,2145.82,1,0,0,1,0,1,0,1,1877
1878,49,0,158,2,1586.92,2546.34,0,1,2021,1586.92,3157.86,0,0,1,0,0,0,0,0,1878
1879,49,0,158,2,1940.51,2546.34,1,2,2021,1940.51,1586.92,0,0,1,1,1,0,0,0,1879
1880,49,0,158,2,2308.11,2546.34,1,3,2021,2308.11,1940.51,0,1,0,1,0,1,1,0,1880
1881,49,0,158,2,2743.88,2546.34,1,4,2023,2743.88,2349.2,1,0,0,0,0,1,0,1,1881
1882,49,0,158,2,2133.06,2546.34,0,2,2024,2133.06,1633.65,0,0,1,1,1,0,0,0,1882
1883,49,0,158,2,1740.3,2546.34,0,1,2025,1740.3,3223.41,0,0,1,1,0,0,0,0,1883
1884,49,0,158,2,2340.2,2546.34,1,2,2025,2340.2,1740.3,0,0,1,1,1,0,0,0,1884
1885,49,0,42,2,1361.96,2378.99,0,2,2020,1361.96,1034.0,0,0,1,1,1,0,0,0,1885
1886,49,0,42,2,1632.01,2378.99,1,3,2020,1632.01,1361.96,0,1,0,0,0,1,1,0,1886
1887,49,0,42,2,893.92,2378.99,2,1,2021,893.92,2020.34,0,0,1,0,0,0,0,0,1887
1888,49,0,42,2,2066.82,2378.99,2,3,2021,2066.82,1272.29,0,1,0,1,0,1,1,0,1888
1889,49,0,42,2,1655.4,2378.99,2,2,2022,1655.4,1219.99,0,0,1,0,1,0,0,0,1889
1890,49,0,42,2,2153.48,2378.99,0,4,2023,2153.48,1445.01,1,0,0,0,0,1,0,1,1890
1891,49,0,42,2,2434.08,2378.99,0,4,2024,2434.08,1824.15,1,0,0,0,0,1,0,1,1891
1892,49,0,42,2,1175.1,2378.99,2,1,2025,1175.1,2434.08,0,0,1,1,0,0,0,0,1892
1893,49,0,42,2,2098.69,2378.99,0,4,2025,2098.69,1742.62,1,0,0,0,0,1,0,1,1893
1894,49,0,184,1,3513.94,3179.2,0,4,2023,3513.94,2768.28,1,0,0,0,0,1,0,1,1894
1895,49,0,184,1,2084.48,3179.2,1,2,2025,2084.48,2039.62,0,0,1,1,1,0,0,0,1895
1896,49,0,184,1,3266.39,3179.2,0,3,2025,3266.39,2084.48,0,1,0,0,0,1,1,0,1896
1897,49,0,55,4,9246.78,13593.1,1,2,2025,9246.78,18517.95,0,0,1,1,1,0,0,0,1897
1898,49,0,55,4,14805.54,13593.1,2,3,2025,14805.54,9246.78,0,1,0,0,0,1,1,0,1898
1899,49,0,84,3,2051.53,2407.12,2,1,2020,2051.53,1846.38,0,0,1,0,0,0,0,0,1899
1900,49,0,84,3,3113.59,2407.12,1,3,2020,3113.59,2973.1,0,1,0,0,0,1,1,0,1900
1901,49,0,84,3,2377.97,2407.12,2,2,2023,2377.97,2369.67,0,0,1,0,1,0,0,0,1901
1902,49,0,84,3,4435.18,2407.12,0,4,2023,4435.18,3810.54,1,0,0,0,0,1,0,1,1902
1903,49,0,84,3,3202.99,2407.12,2,4,2024,3202.99,3268.02,1,0,0,0,0,1,0,1,1903
1904,49,0,64,4,1719.45,2551.44,2,2,2021,1719.45,1538.18,0,0,1,1,1,0,0,0,1904
1905,49,0,64,4,3493.79,2551.44,1,4,2024,3493.79,2678.22,1,0,0,0,0,1,0,1,1905
1906,49,0,112,9,8443.9,6422.28,1,3,2025,8443.9,7037.62,0,1,0,0,0,1,1,0,1906
1907,49,0,112,9,11260.63,6422.28,2,4,2025,11260.63,8443.9,1,0,0,0,0,1,0,1,1907
1908,49,0,113,12,3643.04,6173.7,0,2,2020,3643.04,1509.06,0,0,1,1,1,0,0,0,1908
1909,49,0,113,12,2613.41,6173.7,0,4,2021,2613.41,2865.84,1,0,0,0,0,1,0,1,1909
1910,49,0,31,0,4628.6,8039.47,1,1,2020,4628.6,4165.74,0,0,1,0,0,0,0,0,1910
1911,49,0,31,0,5804.14,8039.47,2,2,2023,5804.14,4492.45,0,0,1,0,1,0,0,0,1911
1912,49,0,31,0,9089.22,8039.47,2,4,2023,9089.22,7696.29,1,0,0,0,0,1,0,1,1912
1913,49,0,23,12,655.22,930.34,2,1,2020,655.22,589.7,0,0,1,0,0,0,0,0,1913
1914,49,0,23,12,896.03,930.34,1,3,2021,896.03,1255.62,0,1,0,1,0,1,1,0,1914
1915,49,0,23,12,611.37,930.34,2,1,2022,611.37,964.64,0,0,1,1,0,0,0,0,1915
1916,49,0,23,12,1084.9,930.34,0,2,2022,1084.9,611.37,0,0,1,0,1,0,0,0,1916
1917,49,0,23,12,1414.19,930.34,0,2,2023,1414.19,1033.04,0,0,1,0,1,0,0,0,1917
1918,49,0,23,12,1290.05,930.34,0,2,2024,1290.05,658.22,0,0,1,1,1,0,0,0,1918
1919,49,0,48,2,496.95,1265.77,0,1,2020,496.95,447.26,0,0,1,0,0,0,0,0,1919
1920,49,0,48,2,839.94,1265.77,0,3,2020,839.94,609.21,0,1,0,0,0,1,1,0,1920
1921,49,0,48,2,1104.71,1265.77,2,4,2022,1104.71,653.73,1,0,0,0,0,1,0,1,1921
1922,49,0,48,2,990.48,1265.77,1,3,2024,990.48,743.22,0,1,0,0,0,1,1,0,1922
1923,49,0,48,2,903.46,1265.77,0,2,2025,903.46,618.63,0,0,1,1,1,0,0,0,1923
1924,49,0,21,12,2619.68,2630.98,1,3,2024,2619.68,3794.9,0,1,0,0,0,1,1,0,1924
1925,49,0,21,12,3400.82,2630.98,2,2,2025,3400.82,1899.65,0,0,1,1,1,0,0,0,1925
1926,49,0,21,12,2452.17,2630.98,2,3,2025,2452.17,3400.82,0,1,0,0,0,1,1,0,1926
1927,49,0,21,12,2775.38,2630.98,1,4,2025,2775.38,2452.17,1,0,0,0,0,1,0,1,1927
1928,49,0,176,1,5932.98,4770.42,2,3,2020,5932.98,5522.45,0,1,0,0,0,1,1,0,1928
1929,49,0,176,1,7976.11,4770.42,2,4,2020,7976.11,5932.98,1,0,0,1,0,1,0,1,1929
1930,49,0,176,1,7350.62,4770.42,2,4,2021,7350.62,6303.04,1,0,0,0,0,1,0,1,1930
1931,49,0,176,1,5010.89,4770.42,1,2,2023,5010.89,6861.12,0,0,1,0,1,0,0,0,1931
1932,49,0,176,1,8082.18,4770.42,0,4,2023,8082.18,6770.4,1,0,0,0,0,1,0,1,1932
1933,49,0,176,1,5143.53,4770.42,0,1,2024,5143.53,8082.18,0,0,1,1,0,0,0,0,1933
1934,49,0,176,1,7712.67,4770.42,0,3,2024,7712.67,5369.12,0,1,0,0,0,1,1,0,1934
1935,49,0,176,1,5170.16,4770.42,2,1,2025,5170.16,7712.67,0,0,1,1,0,0,0,0,1935
1936,49,0,176,1,7320.81,4770.42,0,3,2025,7320.81,6169.63,0,1,0,0,0,1,1,0,1936
1937,49,0,82,7,6164.31,9515.13,0,2,2020,6164.31,4576.88,0,0,1,1,1,0,0,0,1937
1938,49,0,82,7,13678.39,9515.13,1,4,2022,13678.39,8691.38,1,0,0,0,0,1,0,1,1938
1939,49,0,82,7,8002.69,9515.13,2,2,2024,8002.69,5253.91,0,0,1,1,1,0,0,0,1939
1940,49,0,82,7,16070.35,9515.13,1,4,2025,16070.35,12273.37,1,0,0,0,0,1,0,1,1940
1941,49,0,135,9,4365.64,4301.95,0,4,2020,4365.64,3444.67,1,0,0,1,0,1,0,1,1941
1942,49,0,135,9,2743.25,4301.95,0,2,2021,2743.25,2309.33,0,0,1,1,1,0,0,0,1942
1943,49,0,135,9,3588.8,4301.95,2,3,2021,3588.8,2743.25,0,1,0,1,0,1,1,0,1943
1944,49,0,135,9,3464.14,4301.95,2,4,2021,3464.14,3588.8,1,0,0,0,0,1,0,1,1944
1945,49,0,135,9,2586.54,4301.95,0,1,2022,2586.54,3464.14,0,0,1,1,0,0,0,0,1945
1946,49,0,135,9,3364.14,4301.95,0,2,2022,3364.14,2586.54,0,0,1,0,1,0,0,0,1946
1947,49,0,135,9,2414.77,4301.95,1,1,2023,2414.77,4388.95,0,0,1,1,0,0,0,0,1947
1948,49,0,135,9,2642.78,4301.95,2,2,2023,2642.78,2414.77,0,0,1,0,1,0,0,0,1948
1949,49,0,135,9,5137.89,4301.95,2,4,2024,5137.89,3304.67,1,0,0,0,0,1,0,1,1949
1950,49,0,135,9,4129.22,4301.95,0,2,2025,4129.22,2939.5,0,0,1,1,1,0,0,0,1950
1951,49,0,49,7,1999.35,2898.74,0,3,2022,1999.35,1513.61,0,1,0,1,0,1,1,0,1951
1952,49,0,49,7,3637.98,2898.74,0,4,2024,3637.98,2110.78,1,0,0,0,0,1,0,1,1952
1953,49,0,49,7,3679.28,2898.74,2,4,2025,3679.28,2607.12,1,0,0,0,0,1,0,1,1953
1954,49,0,51,1,509.96,856.36,2,1,2020,509.96,458.96,0,0,1,0,0,0,0,0,1954
1955,49,0,51,1,1018.08,856.36,1,4,2020,1018.08,833.61,1,0,0,1,0,1,0,1,1955
1956,49,0,51,1,759.63,856.36,0,2,2021,759.63,548.95,0,0,1,1,1,0,0,0,1956
1957,49,0,51,1,902.84,856.36,0,3,2022,902.84,713.95,0,1,0,1,0,1,1,0,1957
1958,49,0,51,1,571.34,856.36,0,1,2023,571.34,1073.16,0,0,1,1,0,0,0,0,1958
1959,49,0,51,1,780.69,856.36,0,3,2024,780.69,800.52,0,1,0,0,0,1,1,0,1959
1960,49,0,198,0,127487.3,68246.14,0,4,2021,127487.3,80162.51,1,0,0,0,0,1,0,1,1960
1961,49,0,198,0,60764.82,68246.14,1,2,2022,60764.82,60827.96,0,0,1,0,1,0,0,0,1961
1962,49,0,198,0,99439.81,68246.14,0,3,2022,99439.81,60764.82,0,1,0,1,0,1,1,0,1962
1963,49,0,198,0,53195.28,68246.14,2,2,2023,53195.28,54516.54,0,0,1,0,1,0,0,0,1963
1964,49,0,198,0,92662.96,68246.14,0,3,2023,92662.96,53195.28,0,1,0,1,0,1,1,0,1964
1965,49,0,198,0,68799.47,68246.14,0,1,2025,68799.47,127403.19,0,0,1,1,0,0,0,0,1965
1966,49,0,198,0,68922.41,68246.14,0,2,2025,68922.41,68799.47,0,0,1,1,1,0,0,0,1966
1967,49,0,198,0,104135.63,68246.14,1,3,2025,104135.63,68922.41,0,1,0,0,0,1,1,0,1967
1968,49,0,99,0,13125.02,13401.03,1,3,2020,13125.02,16204.34,0,1,0,0,0,1,1,0,1968
1969,49,0,99,0,17137.03,13401.03,1,2,2021,17137.03,10435.02,0,0,1,1,1,0,0,0,1969
1970,49,0,99,0,15705.1,13401.03,2,1,2025,15705.1,28552.21,0,0,1,1,0,0,0,0,1970
1971,49,0,99,0,27189.9,13401.03,2,4,2025,27189.9,14579.48,1,0,0,0,0,1,0,1,1971
1972,49,0,187,6,11388.67,8863.91,0,4,2020,11388.67,11343.76,1,0,0,1,0,1,0,1,1972
1973,49,0,187,6,5469.47,8863.91,2,1,2021,5469.47,11388.67,0,0,1,0,0,0,0,0,1973
1974,49,0,187,6,11499.77,8863.91,1,3,2021,11499.77,6985.56,0,1,0,1,0,1,1,0,1974
1975,49,0,187,6,10823.99,8863.91,0,4,2022,10823.99,10359.79,1,0,0,0,0,1,0,1,1975
1976,49,0,187,6,11704.79,8863.91,0,4,2023,11704.79,13283.67,1,0,0,0,0,1,0,1,1976
1977,49,0,187,6,12263.23,8863.91,1,3,2024,12263.23,8381.33,0,1,0,0,0,1,1,0,1977
1978,49,0,187,6,7037.58,8863.91,0,1,2025,7037.58,12263.23,0,0,1,1,0,0,0,0,1978
1979,49,0,187,6,12624.95,8863.91,0,3,2025,12624.95,8018.62,0,1,0,0,0,1,1,0,1979
1980,49,0,59,0,2448.43,9210.96,1,1,2020,2448.43,2203.59,0,0,1,0,0,0,0,0,1980
1981,49,0,59,0,4491.29,9210.96,0,3,2020,4491.29,4756.79,0,1,0,0,0,1,1,0,1981
1982,49,0,59,0,7944.62,9210.96,0,4,2020,7944.62,4491.29,1,0,0,1,0,1,0,1,1982
1983,49,0,59,0,8213.29,9210.96,0,4,2021,8213.29,5815.65,1,0,0,0,0,1,0,1,1983
1984,49,0,59,0,3801.52,9210.96,0,1,2022,3801.52,8213.29,0,0,1,1,0,0,0,0,1984
1985,49,0,59,0,4256.82,9210.96,2,1,2023,4256.82,4754.58,0,0,1,1,0,0,0,0,1985
1986,49,0,151,12,2950.36,2159.99,0,2,2020,2950.36,1491.57,0,0,1,1,1,0,0,0,1986
1987,49,0,151,12,1574.32,2159.99,1,1,2022,1574.32,2470.74,0,0,1,1,0,0,0,0,1987
1988,49,0,151,12,2904.92,2159.99,2,3,2022,2904.92,3406.36,0,1,0,1,0,1,1,0,1988
1989,49,0,151,12,2206.63,2159.99,2,4,2023,2206.63,2823.27,1,0,0,0,0,1,0,1,1989
1990,49,0,151,12,4037.81,2159.99,2,2,2024,4037.81,1771.75,0,0,1,1,1,0,0,0,1990
1991,49,0,151,12,3591.76,2159.99,0,2,2025,3591.76,1922.98,0,0,1,1,1,0,0,0,1991
1992,49,0,151,12,3094.13,2159.99,2,3,2025,3094.13,3591.76,0,1,0,0,0,1,1,0,1992
1993,49,0,174,5,1450.59,2075.29,1,3,2021,1450.59,1511.4,0,1,0,1,0,1,1,0,1993
1994,49,0,174,5,1178.91,2075.29,2,1,2023,1178.91,1704.34,0,0,1,1,0,0,0,0,1994
1995,49,0,174,5,1624.51,2075.29,1,3,2024,1624.51,1237.09,0,1,0,0,0,1,1,0,1995
1996,49,0,174,5,1699.42,2075.29,0,4,2024,1699.42,1624.51,1,0,0,0,0,1,0,1,1996
1997,49,0,145,10,399.71,538.67,0,2,2020,399.71,298.66,0,0,1,1,1,0,0,0,1997
1998,49,0,145,10,733.18,538.67,2,4,2020,733.18,494.93,1,0,0,1,0,1,0,1,1998
1999,49,0,145,10,572.01,538.67,0,3,2021,572.01,501.12,0,1,0,1,0,1,1,0,1999
2000,49,0,145,10,480.88,538.67,0,1,2023,480.88,658.79,0,0,1,1,0,0,0,0,2000
2001,49,0,145,10,555.3,538.67,2,2,2024,555.3,368.51,0,0,1,1,1,0,0,0,2001
2002,49,0,145,10,771.08,538.67,1,4,2024,771.08,474.69,1,0,0,0,0,1,0,1,2002
2003,49,0,19,11,348.64,365.18,1,3,2020,348.64,409.24,0,1,0,0,0,1,1,0,2003
2004,49,0,19,11,239.19,365.18,1,1,2021,239.19,601.61,0,0,1,0,0,0,0,0,2004
2005,49,0,19,11,313.12,365.18,1,1,2022,313.12,632.61,0,0,1,1,0,0,0,0,2005
2006,49,0,19,11,594.74,365.18,0,4,2022,594.74,467.32,1,0,0,0,0,1,0,1,2006
2007,49,0,19,11,421.25,365.18,1,2,2023,421.25,334.12,0,0,1,0,1,0,0,0,2007
2008,49,0,19,11,412.14,365.18,2,2,2024,412.14,317.99,0,0,1,1,1,0,0,0,2008
2009,49,0,19,11,792.26,365.18,1,4,2024,792.26,472.64,1,0,0,0,0,1,0,1,2009
2010,49,0,19,11,483.75,365.18,1,2,2025,483.75,414.23,0,0,1,1,1,0,0,0,2010
2011,49,0,19,11,542.75,365.18,2,3,2025,542.75,483.75,0,1,0,0,0,1,1,0,2011
2012,49,0,120,1,6467.14,6474.21,0,2,2020,6467.14,4659.95,0,0,1,1,1,0,0,0,2012
2013,49,0,120,1,8813.54,6474.21,2,4,2021,8813.54,6146.75,1,0,0,0,0,1,0,1,2013
2014,49,0,120,1,9013.11,6474.21,2,3,2022,9013.11,7300.53,0,1,0,1,0,1,1,0,2014
2015,49,0,120,1,6533.29,6474.21,2,2,2023,6533.29,6475.24,0,0,1,0,1,0,0,0,2015
2016,49,0,120,1,10990.15,6474.21,2,4,2023,10990.15,6533.29,1,0,0,0,0,1,0,1,2016
2017,49,0,120,1,5442.78,6474.21,1,1,2024,5442.78,10990.15,0,0,1,1,0,0,0,0,2017
2018,49,0,120,1,9212.04,6474.21,0,4,2024,9212.04,8714.73,1,0,0,0,0,1,0,1,2018
2019,49,0,120,1,8700.24,6474.21,1,2,2025,8700.24,6613.77,0,0,1,1,1,0,0,0,2019
2020,49,0,85,6,6670.47,7729.18,1,1,2020,6670.47,6003.42,0,0,1,0,0,0,0,0,2020
2021,49,0,85,6,6033.48,7729.18,1,2,2020,6033.48,6670.47,0,0,1,1,1,0,0,0,2021
2022,49,0,85,6,8702.57,7729.18,1,3,2020,8702.57,6033.48,0,1,0,0,0,1,1,0,2022
2023,49,0,85,6,10823.59,7729.18,2,4,2020,10823.59,8702.57,1,0,0,1,0,1,0,1,2023
2024,49,0,85,6,8534.47,7729.18,0,2,2022,8534.47,6576.74,0,0,1,0,1,0,0,0,2024
2025,49,0,85,6,7200.59,7729.18,0,1,2023,7200.59,12283.12,0,0,1,1,0,0,0,0,2025
2026,49,0,85,6,10006.84,7729.18,2,2,2023,10006.84,7200.59,0,0,1,0,1,0,0,0,2026
2027,49,0,85,6,13619.55,7729.18,2,4,2023,13619.55,15729.85,1,0,0,0,0,1,0,1,2027
2028,49,0,85,6,9382.34,7729.18,0,2,2025,9382.34,7637.0,0,0,1,1,1,0,0,0,2028
2029,49,0,117,10,3869.27,6567.88,2,1,2020,3869.27,3482.34,0,0,1,0,0,0,0,0,2029
2030,49,0,117,10,5305.74,6567.88,0,2,2020,5305.74,3869.27,0,0,1,1,1,0,0,0,2030
2031,49,0,117,10,3785.45,6567.88,0,1,2021,3785.45,8194.32,0,0,1,0,0,0,0,0,2031
2032,49,0,117,10,6913.97,6567.88,0,3,2021,6913.97,5241.42,0,1,0,1,0,1,1,0,2032
2033,49,0,117,10,5937.74,6567.88,0,3,2022,5937.74,5342.01,0,1,0,1,0,1,1,0,2033
2034,49,0,117,10,7244.3,6567.88,0,3,2023,7244.3,5676.14,0,1,0,1,0,1,1,0,2034
2035,49,0,30,3,2947.15,5532.88,0,2,2020,2947.15,3070.73,0,0,1,1,1,0,0,0,2035
2036,49,0,30,3,4291.6,5532.88,1,3,2020,4291.6,2947.15,0,1,0,0,0,1,1,0,2036
2037,49,0,30,3,5336.67,5532.88,1,4,2020,5336.67,4291.6,1,0,0,1,0,1,0,1,2037
2038,49,0,30,3,5239.0,5532.88,2,4,2021,5239.0,4624.19,1,0,0,0,0,1,0,1,2038
2039,49,0,30,3,4060.68,5532.88,0,2,2022,4060.68,3373.16,0,0,1,0,1,0,0,0,2039
2040,49,0,30,3,4710.05,5532.88,0,3,2022,4710.05,4060.68,0,1,0,1,0,1,1,0,2040
2041,49,0,30,3,4047.17,5532.88,1,2,2023,4047.17,3514.04,0,0,1,0,1,0,0,0,2041
2042,49,0,30,3,3732.01,5532.88,1,1,2025,3732.01,6143.77,0,0,1,1,0,0,0,0,2042
2043,49,0,30,3,5012.92,5532.88,1,2,2025,5012.92,3732.01,0,0,1,1,1,0,0,0,2043
2044,49,0,30,3,6450.0,5532.88,2,4,2025,6450.0,6314.81,1,0,0,0,0,1,0,1,2044
2045,49,0,20,4,896.32,1725.61,2,1,2020,896.32,806.69,0,0,1,0,0,0,0,0,2045
2046,49,0,20,4,1575.74,1725.61,2,3,2022,1575.74,1173.69,0,1,0,1,0,1,1,0,2046
2047,49,0,20,4,1215.76,1725.61,1,2,2023,1215.76,1067.92,0,0,1,0,1,0,0,0,2047
2048,49,0,20,4,1670.63,1725.61,1,2,2024,1670.63,1037.66,0,0,1,1,1,0,0,0,2048
2049,49,0,20,4,1779.68,1725.61,2,4,2024,1779.68,1736.74,1,0,0,0,0,1,0,1,2049
2050,49,0,20,4,1101.32,1725.61,2,1,2025,1101.32,1779.68,0,0,1,1,0,0,0,0,2050
2051,49,0,20,4,1175.57,1725.61,0,2,2025,1175.57,1101.32,0,0,1,1,1,0,0,0,2051
2052,49,0,124,8,3667.76,4600.58,2,2,2020,3667.76,2381.64,0,0,1,1,1,0,0,0,2052
2053,49,0,124,8,5004.3,4600.58,2,3,2021,5004.3,4573.64,0,1,0,1,0,1,1,0,2053
2054,49,0,124,8,5530.1,4600.58,0,3,2022,5530.1,2508.19,0,1,0,1,0,1,1,0,2054
2055,49,0,124,8,5776.27,4600.58,2,4,2022,5776.27,5530.1,1,0,0,0,0,1,0,1,2055
2056,49,0,124,8,4533.16,4600.58,1,2,2024,4533.16,3612.51,0,0,1,1,1,0,0,0,2056
2057,49,0,39,8,3515.25,5909.6,0,1,2021,3515.25,8545.07,0,0,1,0,0,0,0,0,2057
2058,49,0,39,8,8372.7,5909.6,0,3,2021,8372.7,5259.35,0,1,0,1,0,1,1,0,2058
2059,49,0,39,8,4836.73,5909.6,2,1,2022,4836.73,7097.55,0,0,1,1,0,0,0,0,2059
2060,49,0,39,8,10006.53,5909.6,2,3,2025,10006.53,7160.8,0,1,0,0,0,1,1,0,2060
2061,49,0,96,0,7220.66,7390.86,2,2,2020,7220.66,5576.27,0,0,1,1,1,0,0,0,2061
2062,49,0,96,0,13352.94,7390.86,2,4,2020,13352.94,6463.31,1,0,0,1,0,1,0,1,2062
2063,49,0,96,0,11215.21,7390.86,2,4,2021,11215.21,9292.59,1,0,0,0,0,1,0,1,2063
2064,49,0,96,0,7167.24,7390.86,2,1,2022,7167.24,11215.21,0,0,1,1,0,0,0,0,2064
2065,49,0,96,0,8226.26,7390.86,2,2,2024,8226.26,5664.4,0,0,1,1,1,0,0,0,2065
2066,49,0,96,0,11832.23,7390.86,0,4,2024,11832.23,7024.23,1,0,0,0,0,1,0,1,2066
2067,49,0,96,0,9252.48,7390.86,0,2,2025,9252.48,6496.2,0,0,1,1,1,0,0,0,2067
2068,49,0,173,10,828.06,956.25,0,2,2020,828.06,513.14,0,0,1,1,1,0,0,0,2068
2069,49,0,173,10,1097.77,956.25,2,4,2021,1097.77,771.71,1,0,0,0,0,1,0,1,2069
2070,49,0,173,10,697.24,956.25,1,2,2022,697.24,486.22,0,0,1,0,1,0,0,0,2070
2071,49,0,173,10,982.65,956.25,2,3,2025,982.65,833.91,0,1,0,0,0,1,1,0,2071
2072,49,0,159,11,3684.23,5737.77,2,2,2020,3684.23,2915.47,0,0,1,1,1,0,0,0,2072
2073,49,0,159,11,5483.55,5737.77,2,4,2020,5483.55,5179.61,1,0,0,1,0,1,0,1,2073
2074,49,0,159,11,4793.46,5737.77,1,3,2021,4793.46,3860.51,0,1,0,1,0,1,1,0,2074
2075,49,0,159,11,6061.63,5737.77,1,4,2021,6061.63,4793.46,1,0,0,0,0,1,0,1,2075
2076,49,0,159,11,3927.91,5737.77,2,1,2024,3927.91,8010.36,0,0,1,1,0,0,0,0,2076
2077,49,0,159,11,4062.2,5737.77,2,2,2024,4062.2,3927.91,0,0,1,1,1,0,0,0,2077
2078,49,0,159,11,5803.39,5737.77,1,4,2025,5803.39,5356.71,1,0,0,0,0,1,0,1,2078
2079,49,0,41,8,19923.6,11020.67,0,4,2020,19923.6,15170.22,1,0,0,1,0,1,0,1,2079
2080,49,0,41,8,20171.98,11020.67,0,3,2022,20171.98,12736.3,0,1,0,1,0,1,1,0,2080
2081,49,0,41,8,18234.89,11020.67,2,4,2022,18234.89,20171.98,1,0,0,0,0,1,0,1,2081
